,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
2519,Italy,"It reveals aromas of rose, tilled earth, and smoky mineral. The bright palate doles out crushed red cherry and black raspberry accented with herbs, white pepper and clove. Juicy flavors are balanced by vibrant energy and polished tannins. Drink 2018–2038.",Cannubi,94,70.0,Piedmont,Barolo,,Kerin O’Keefe,@kerinokeefe,Comm. G. B. Burlotto 2010 Cannubi  (Barolo),Nebbiolo,Comm. G. B. Burlotto
2525,Italy,"Aromas of wild cherry, leather and truffle are quintessential Barolo. On the palate, rich black cherry, raspberry, vanilla, cocoa, balsamic herbs, sage and black pepper all come together supported by brooding tannins and brisk acidity. Best after 2020.",del Comune di Serralunga d'Alba,94,75.0,Piedmont,Barolo,,Kerin O’Keefe,@kerinokeefe,Rivetto 2010 del Comune di Serralunga d'Alba  (Barolo),Nebbiolo,Rivetto
2542,US,"A very interesting wine, this is reserved but complex, not overtly fruity or buttery, but more intriguing than that. It smells lightly like lemon zest and hazelnuts, and tastes quietly concentrated, like peach skin and almonds.",,89,24.0,California,Mendocino,,Jim Gordon,@gordone_cellars,Apriori 2014 Chardonnay (Mendocino),Chardonnay,Apriori
2560,New Zealand,"This is a bold, assertive Sauvignon Blanc, boasting bright citrus aromas and flavors, lifted by just a sprinkling of cut grass. A bit of creaminess adds dimension on the palate, which then finishes on a burst of lime and grapefruit.",,89,19.0,Marlborough,,,Joe Czerwinski,@JoeCz,Waipara Hills 2014 Sauvignon Blanc (Marlborough),Sauvignon Blanc,Waipara Hills
2584,France,"The gravel soil on this Lévèque family property makes a great place to grow white grapes. A 50/50 blend of Sauvignon Blanc and Sémillon, this fresh wine suggests the ability to age. It is fruity now, hinting at apricots as well as citrus. It can be drunk now for its freshness, although wait until late 2016 for it to develop greater depths.",,89,20.0,Bordeaux,Graves,,Roger Voss,@vossroger,Château de Chantegrive 2013  Graves,Bordeaux-style White Blend,Château de Chantegrive
2589,Germany,"Exquisitely smoky and savory dried herb tones calibrate rich, tropical fruit aromas on this dry yet voluptuously textured Riesling. The palate is penetrating with minerality and a soft, elegant lemon-lime acidity. Finishes long and rich.",Gimmeldinger Biengarten Trocken,90,42.0,Pfalz,,,Anna Lee C. Iijima,,A. Christmann 2010 Gimmeldinger Biengarten Trocken Riesling (Pfalz),Riesling,A. Christmann
2592,Italy,"This shows enticing aromas of mint, spice and balsamic herbs and delivers a restrained palate of black cherry, with undertones of sage, white pepper, coffee and espresso. This is still aggressively tannic and needs time to soften.",Castellero,90,82.0,Piedmont,Barolo,,Kerin O’Keefe,@kerinokeefe,Barale Fratelli 2009 Castellero  (Barolo),Nebbiolo,Barale Fratelli
2598,Australia,"An easy-drinking introduction to Shiraz from Western Australia's Great Southern region, the 2010 Omrah offers gentle cherry and cedar notes accented by hints of chocolate and roasted meat. It's medium to full bodied, with a round, supple mouthfeel that ends in a wash of softly dusty tannins.",Omrah,90,20.0,Western Australia,Western Australia,,Joe Czerwinski,@JoeCz,Plantagenet 2010 Omrah Shiraz (Western Australia),Shiraz,Plantagenet
2601,US,"Ripe, flashy fruit stars in this unoaked Chardonnay, in the form of pineapples, kiwis, limes and pears. The grapes for this delicious wine come from the winery's estate vineyard, in the cool southwestern pocket of the Russian River Valley.",Unoaked,90,27.0,California,Green Valley,Sonoma,,,Iron Horse 2011 Unoaked Chardonnay (Green Valley),Chardonnay,Iron Horse
2640,Australia,"This pale salmon rosé is a reliable sparkling wine at a very good price. The latest NV release is toasty on the nose, then offers just faint hints of peach or berry flavors. It's lithe yet creamy on the palate, with a long finish.",Premium Brut Rosé,90,22.0,Tasmania,Tasmania,,Joe Czerwinski,@JoeCz,Jansz NV Premium Brut Rosé Sparkling (Tasmania),Sparkling Blend,Jansz
2648,US,"As before, this is Weinbau vineyard fruit. The 2009 vintage seems to have presented some challenges, as the fruit flavors suggest uneven ripening, with a mix of tutti-fruity candy flavors along with some raisins. Tannins are smooth and there's a pleasing streak of graphite running through the finish. Drink soon.",,89,28.0,Washington,Wahluke Slope,Columbia Valley,Paul Gregutt,@paulgwine ,Nefarious 2009 Cabernet Franc (Wahluke Slope),Cabernet Franc,Nefarious
2655,France,"The wine has weight, is warm and spicy, with bold fruit flavors. A fine wine from Angludet, it is ripe, the wood judiciously balanced, finishing with tight acidity.",,89,40.0,Bordeaux,Margaux,,Roger Voss,@vossroger,Château d'Angludet 2009  Margaux,Bordeaux-style Red Blend,Château d'Angludet
2685,Austria,"his blend has a spicy character, balanced with acidity and a ripe, full honeyed character. On the dry side, it has richness, pepper and a deep texture that demands aging. Drink from 2017.",Ruster Ausbruch,90,,Burgenland,,,Roger Voss,@vossroger,Heidi Schröck 2010 Ruster Ausbruch White (Burgenland),White Blend,Heidi Schröck
2706,US,"The new clone on the block finally makes it onto the front label. Soft and silky, this wine has cherry-berry flavors with an earthy streak of tobacco and sage. There are some firm tannins that kick in on the finish, which suggest six months of aging.",Dijon Clones Selection,87,25.0,California,Edna Valley,Central Coast,,,Wolff 2001 Dijon Clones Selection Pinot Noir (Edna Valley),Pinot Noir,Wolff
2749,Romania,Aromas of black berry and black cherry lead to flavors of cherry vanilla and red plum before a soft tannic finish.,Dreambird,86,7.0,Romania,,,Jeff Jenssen,@worldwineguys,Cramele Recas 2015 Dreambird Merlot (Romania),Merlot,Cramele Recas
2765,US,"This full-bodied wine has earthy, woodsy aromas, ripe and mature fruit flavors and a broad, almost soft texture. It's very mouth-filling and smooth, and will please people who like a little rusticity in their wines.",Judy's Vineyard,84,29.0,California,Lodi,Central Valley,Jim Gordon,@gordone_cellars,Housley's Century Oak 2013 Judy's Vineyard Cabernet Sauvignon (Lodi),Cabernet Sauvignon,Housley's Century Oak
2778,US,"Barely noticeable aromas of wet rocks and sour red-fruit skins try to show on the nose of this wine. The palate is characterized by iron, wet rocks and dust flavors, without much fruit.",,83,19.0,California,Monterey,Central Coast,Matt Kettmann,@mattkettmann,Jekel 2014 Pinot Noir (Monterey),Pinot Noir,Jekel
2794,US,"This is for you, if you like your Zins in a sweet, soft style. It tastes like the filling from a black­berry and cherry pie, dusted with exotic spices, like cinnamon and black pepper.",,84,20.0,California,Paso Robles,Central Coast,,,Twisted Sisters 2010 Zinfandel (Paso Robles),Zinfandel,Twisted Sisters
2815,Italy,"This earthy expression of Sangiovese and 10% Colorino opens with funky aromas of scorched soil, truffle and game. The palate offers dried black cherry, toast, clove and a truffle note. Round but somewhat fleeting tannins provide the easy-drinking framework. Drink through 2015.",,86,18.0,Tuscany,Chianti Montespertoli,,Kerin O’Keefe,@kerinokeefe,Le Fonti a San Giorgio 2011  Chianti Montespertoli,Red Blend,Le Fonti a San Giorgio
2836,France,"From an estate enveloping a magnificent medieval castle, this is a lightly structured cru wine with red cherry and berry flavors. It has a backdrop of tannins and acidity that give it structure. The wine is ripe and fruity at the end and ready to drink.",,88,,Beaujolais,Brouilly,,Roger Voss,@vossroger,Château de la Terrière 2015  Brouilly,Gamay,Château de la Terrière
2848,US,The flower and peach aromas are quite subdued for the variety. The stone-fruit flavors provide more generosity while still displaying elegance.,Barrel Select,88,24.0,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Hawkins Cellars 2015 Barrel Select Viognier (Columbia Valley (WA)),Viognier,Hawkins Cellars
2869,US,"California Cabernet simply doesn't get richer or riper than this. It explodes with blackberry and cherry jam and chocolate flavors whose sweetness persists into the long, spicy finish. And yet the wine is technically dry. Drink over the next few years.",Lock Vineyard,91,38.0,California,Paso Robles,Central Coast,,,Écluse 2010 Lock Vineyard Cabernet Sauvignon (Paso Robles),Cabernet Sauvignon,Écluse
2880,US,"Shows Petite Sirah's tremendous power, with full-bodied blackberry jam, black currant, dark chocolate and pepper flavors, and there's a wonderful meatiness suggesting charred beef fat. The alcohol is high, yet the wine is measured, with firm, ripe tannins. Really a fine expression of Petite Sirah, Paso-style.",Rosewynn Vineyard,91,36.0,California,Paso Robles,Central Coast,,,MCV 2011 Rosewynn Vineyard Petite Sirah (Paso Robles),Petite Sirah,MCV
2886,US,"Softly tannic, rich and enormously enjoyable, this Rhône-style blend offers lush flavors of raspberries, cherries, milk chocolate, crispy bacon, black pepper and sandalwood. The alcohol is heady, but balanced with fine acidity. Drink over the next two years for freshness.",,91,48.0,California,Paso Robles,Central Coast,,,Nicora 2010 G-S-M (Paso Robles),G-S-M,Nicora
2887,US,"A block of vines set literally near a grove of Redwood trees, the 2010 Redwood's Edge is structured and slightly austere and elusive, a concentrated rendering of deep, dark red fruit, lavender and woody undertones that's incredibly delicious.",Redwood's Edge,91,55.0,California,Anderson Valley,,Virginie Boone,@vboone,Black Kite 2010 Redwood's Edge Pinot Noir (Anderson Valley),Pinot Noir,Black Kite
2896,US,"Aromatically appealing, it features notes of allspice, herbs, cola and cherry. The palate is lighter in style with a scrape-y feel, not fully delivering on all that the aromas have to offer.",,86,15.0,Oregon,Oregon,Oregon Other,Sean P. Sullivan,@wawinereport,Windy Bay 2012 Pinot Noir (Oregon),Pinot Noir,Windy Bay
2900,US,"A faint hint of pink shines on this sparkler named after the winery owners' dog. Aromas of fresh melon and slight peach lead to a faint cherry note upon sipping and creamy mouthfeel, followed by plum skin tartness and a yeasty, sour bitterness.",Amber's Cuvee,86,40.0,California,Santa Cruz Mountains,Central Coast,Matt Kettmann,@mattkettmann,Clos La Chance 2010 Amber's Cuvee Sparkling (Santa Cruz Mountains),Sparkling Blend,Clos La Chance
2915,US,"Soft and supple, this has a heavy streak of spearmint and an herbal finish that also offers dark black cherry and ripe, leathery tannins.",Siebert Ranch,86,40.0,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Ancient Oak Cellars 2011 Siebert Ranch Pinot Noir (Russian River Valley),Pinot Noir,Ancient Oak Cellars
2917,US,"This is a fairly light, bright Pinot Noir with the marks of a ripe year and time spent in oak. It is crafted under the guidelines of a certified sustainable grape growing program. Medium-bodied and juicy, it's fairly priced and ready to enjoy now.",Appellation Series,86,29.0,California,Sonoma Coast,Sonoma,Virginie Boone,@vboone,Benziger 2012 Appellation Series Pinot Noir (Sonoma Coast),Pinot Noir,Benziger
2931,US,"The nose is honest and bright but not terribly expressive, with just a few delicate raspberry and cherry tones. In the mouth, bing cherry and damp earth notes takes over and continue on the medium finish. Try with a veal chop. Drink up.",Artist Series 1,84,35.0,New Mexico,New Mexico,,,,La Chiripada 2007 Artist Series 1 Dolcetto (New Mexico),Dolcetto,La Chiripada
2935,Argentina,"Sharp, minty aromas mixed with stemmy red fruit set up a modest, middleweight palate of semisweet, generic red fruit flavors. Quick on the finish, with a spot of green flavor. Good enough but lacks the concentration and deeper aromas and flavors of Urban Malbec.",Urban Uco,84,11.0,Mendoza Province,Uco Valley,,Michael Schachner,@wineschach,O. Fournier 2007 Urban Uco Tempranillo (Uco Valley),Tempranillo,O. Fournier
2954,Argentina,"Mildly smoky and toasty aromas lead to a lightly oaked palate that's largely defined by black cherry and some rich berry syrup. It's a full, colorful Syrah with a chunky mouthfeel and a satisfying but short finish. Drink now.",Los Cardos,86,10.0,Mendoza Province,Luján de Cuyo,,Michael Schachner,@wineschach,Doña Paula 2006 Los Cardos Syrah (Luján de Cuyo),Syrah,Doña Paula
2955,US,"Tasted in October, this still-young Merlot is tannic and jammy. It shows fresh primary fruit flavors of raspberries, cherries and blackberries that are a bit one-dimensional. Give it until mid-2008 to develop some bottle complexity.",Reserve,86,25.0,California,Sonoma County,Sonoma,,,Kenwood 2004 Reserve Merlot (Sonoma County),Merlot,Kenwood
3022,US,"“Rhône times three” seems to be the code name for this classy blend of Grenache, Mourvèdre and Syrah. It takes the best from each grape, creating a rich, pure, high-acid wine with a zingy berry flavor, plus a mineral underpinning and earthy, coffee-soaked tannins.",Rx-3 Red Wine,92,30.0,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Nefarious 2010 Rx-3 Red Wine Red (Columbia Valley (WA)),Rhône-style Red Blend,Nefarious
3030,US,"Very opulent and jammy in blackberry, cherry and mocha flavors, this has a strong oak presence in the form of caramelized wood. It defines Napa richness, but it is too tannic and immature to properly enjoy now. Give it a snooze for 6–8 years.",Reserve,92,75.0,California,Napa Valley,Napa,,,Whitehall Lane 2009 Reserve Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Whitehall Lane
3039,Portugal,"Named after a local volcanic rock formation, this wine is a delicious blend of Aragonez (aka Tempranillo) and Touriga Nacional. It is rich and smooth with black fruits, soft tannins and an aftertaste that is lively with acidity. The wine is ready to drink.",Penedo do Lexim,88,9.0,Lisboa,,,Roger Voss,@vossroger,Manzwine 2014 Penedo do Lexim Red (Lisboa),Portuguese Red,Manzwine
3043,US,"The aromas are bright, with notes of lime leaf, apricot, citrus peel, flowers and lime. It drinks off dry, with abundant stone-fruit flavors that provide plenty of pleasure.",,88,14.0,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Nine Hats 2015 Riesling (Columbia Valley (WA)),Riesling,Nine Hats
3051,Germany,"Dark shades of smoked nuts, char and dried, savory herbs mingle amidst ruddy black cherry and cranberry flavors in this bold, intensely structured Pinot Noir. It's a big, richly textured wine enveloping the palate in folds of dense black fruit. Fine but slightly bitter tannins mark the finish.",Dürkheimer Trocken,88,26.0,Pfalz,,,Anna Lee C. Iijima,,Pflüger 2014 Dürkheimer Trocken Pinot Noir (Pfalz),Pinot Noir,Pflüger
